Team name,Team ID,Games,PTS,PPG,OPP PTS,OPP PPG,SCR MAR,Win %,FT,FTA,FTPG,FT%,FGA,FGPG,FG%,3FGA,3FGPG,3FG%,Opp 3FG%,AST,APG,TO,TOPG,REB,RPG,OPP REB,OPP RPG,REB MAR,DREB,ST,STPG,Fouls,PFPG
Kansas,132,34,2667,78.4,2075,61,17.4,66.7,488,732,14.4,66.7,2016,59.3,49,532,15.6,38.2,0,570,16.765,456,13.412,1373,40.4,1117,32.9,7.5,0,303,8.9,636,18.7
Kansas St.,133,33,2343,71,2151,65.2,5.8,41.9,545,781,16.5,69.8,1848,56.0,43,624,18.9,33.7,0,511,15.485,425,12.879,1192,36.1,1091,33.1,3.1,0,191,5.8,625,18.9
Kennesaw St.,134,31,2106,67.9,2170,70,-2.1,65.6,399,619,12.9,64.5,1914,61.7,39.6,698,22.5,27.7,0,414,13.355,440,14.194,1110,35.8,1129,36.4,-0.6,0,307,9.9,585,18.9
Kent St.,135,32,2195,68.6,1998,62.4,6.2,65.6,388,604,12.1,64.2,1777,55.5,45.5,562,17.6,33.6,0,463,14.469,470,14.688,1076,33.6,1033,32.3,1.3,0,261,8.2,595,18.6
Kentucky,136,32,2353,73.5,2156,67.4,6.2,33.3,445,636,13.9,70,1766,55.2,47.9,605,18.9,35.7,0,508,15.875,478,14.938,1166,36.4,1065,33.3,3.2,0,191,6,507,15.8
La Salle,137,30,2150,71.7,2241,74.7,-3,56.3,445,648,14.8,68.7,1683,56.1,45.8,461,15.4,35.4,0,427,14.233,459,15.3,1088,36.3,951,31.7,4.6,0,190,6.3,561,18.7
La.-Monroe,138,32,2305,72,2317,72.4,-0.4,30,438,614,13.7,71.3,1874,58.6,42.2,798,24.9,36,0,414,12.938,511,15.969,1129,35.3,1168,36.5,-1.2,0,202,6.3,553,17.3
Lafayette,139,30,1938,64.6,2210,73.7,-9.1,46.9,414,572,13.8,72.4,1486,49.5,42.7,713,23.8,35.9,0,410,13.667,534,17.8,813,27.1,1057,35.2,-8.1,0,219,7.3,596,19.9
Lamar University,140,32,2367,74,2438,76.2,-2.2,38.7,471,730,14.7,64.5,1859,58.1,43.8,702,21.9,37.9,0,554,17.312,464,14.5,1228,38.4,1198,37.4,0.9,0,187,5.8,600,18.8
Lehigh,141,31,1981,63.9,1984,64,-0.1,45.2,450,638,14.5,70.5,1590,51.3,42.8,486,15.7,34.8,0,375,12.097,469,15.129,1046,33.7,980,31.6,2.1,0,196,6.3,620,20
Liberty,142,31,2369,76.4,2298,74.1,2.3,58.1,421,598,13.6,70.4,1862,60.1,48.1,467,15.1,33.8,0,471,15.194,369,11.903,1178,38,1074,34.6,3.4,0,210,6.8,645,20.8
Lipscomb,143,31,2101,67.8,2017,65.1,2.7,43.3,429,609,13.8,70.4,1730,55.8,41.4,750,24.2,31.7,0,412,13.29,449,14.484,1048,33.8,1077,34.7,-0.9,0,221,7.1,586,18.9
Little Rock,144,30,1979,66,2075,69.2,-3.2,34.5,454,678,15.1,67,1590,53.0,42.8,518,17.3,31.9,0,393,13.1,423,14.1,1068,35.6,924,30.8,4.8,0,157,5.2,549,18.3
LIU Brooklyn,145,29,2006,69.2,2118,73,-3.9,77.4,439,655,15.1,67,1656,57.1,40.8,659,22.7,32.6,0,321,11.069,432,14.897,1040,35.9,1082,37.3,-1.4,0,168,5.8,557,19.2
Long Beach St.,146,31,2489,80.3,2287,73.8,6.5,29,480,684,15.5,70.2,1929,62.2,45.3,707,22.8,36.9,0,443,14.29,515,16.613,1143,36.9,1158,37.4,-0.5,0,235,7.6,537,17.3
Longwood,147,31,2012,64.9,2292,73.9,-9,30,413,588,13.3,70.2,1787,57.6,40.3,526,17.0,30.2,0,406,13.097,446,14.387,1071,34.5,1179,38,-3.5,0,229,7.4,558,18
Louisiana,148,30,2013,67.1,2161,72,-4.9,33.3,410,620,13.7,66.1,1728,57.6,42.1,0,0.0,0,0,343,11.433,432,14.4,1103,36.8,1056,35.2,1.6,0,162,5.4,572,19.1
Louisiana Tech,149,30,1922,64.1,2081,69.4,-5.3,71.9,308,493,10.3,62.5,1794,59.8,40.6,525,17.5,30.1,0,355,11.833,407,13.567,1086,36.2,1036,34.5,1.7,0,208,6.9,619,20.6
Louisville,150,32,2286,71.4,2014,62.9,8.5,65.6,448,668,14.0,67.1,1850,57.8,43.2,716,22.4,33.2,0,478,14.938,421,13.156,1193,37.3,1118,34.9,2.3,0,237,7.4,645,20.2
Loyola Chicago,151,32,2237,69.9,2075,64.8,5.1,58.1,519,713,16.2,72.8,1710,53.4,45.3,498,15.6,34.1,0,375,11.719,441,13.781,1146,35.8,1027,32.1,3.7,0,171,5.3,533,16.7
Loyola Maryland,152,31,2213,71.4,2148,69.3,2.1,41.9,453,638,14.6,71,1652,53.3,46.2,603,19.5,38.5,0,438,14.129,508,16.387,1038,33.5,1050,33.9,-0.4,0,196,6.3,651,21
Loyola Marymount,153,31,2030,65.5,2228,71.9,-6.4,53.1,417,609,13.5,68.5,1812,58.5,40.3,0,0.0,0,0,462,14.903,452,14.581,1069,34.5,1097,35.4,-0.9,0,213,6.9,591,19.1
LSU,154,32,2177,68,2007,62.7,5.3,40,403,572,12.6,70.5,1774,55.4,45.1,517,16.2,33.7,0,445,13.906,399,12.469,1205,37.7,1026,32.1,5.6,0,218,6.8,493,15.4
Maine,155,30,1961,65.4,2025,67.5,-2.1,43.3,342,511,11.4,66.9,1685,56.2,42.2,587,19.6,33.6,0,363,12.1,428,14.267,1024,34.1,1077,35.9,-1.8,0,235,7.8,518,17.3
Manhattan,156,30,1978,65.9,2076,69.2,-3.3,75,446,632,14.9,70.6,1666,55.5,42.3,0,0.0,0,0,334,11.133,415,13.833,1031,34.4,1024,34.1,0.2,0,235,7.8,635,21.2
Marist,157,32,2419,75.6,2204,68.9,6.7,72.7,430,635,13.4,67.7,1851,57.8,45.8,819,25.6,35.8,0,491,15.344,481,15.031,1186,37.1,1072,33.5,3.6,0,169,5.3,584,18.3
Marquette,158,33,2394,72.5,2146,65,7.5,40.6,515,768,15.6,67.1,1904,57.7,43.9,622,18.8,33.3,0,468,14.182,493,14.939,1222,37,1110,33.6,3.4,0,289,8.8,672,20.4
Marshall,159,32,2112,66,2247,70.2,-4.2,75,465,713,14.5,65.2,1816,56.8,40.1,651,20.3,29.3,0,399,12.469,505,15.781,1187,37.1,1168,36.5,0.6,0,213,6.7,627,19.6
Maryland,160,32,2544,79.5,2163,67.6,11.9,74.2,526,753,16.4,69.9,1915,59.8,47.9,481,15.0,38.3,0,555,17.344,496,15.5,1234,38.6,1198,37.4,1.1,0,241,7.5,584,18.3
Massachusetts,161,31,2385,76.9,2093,67.5,9.4,46.9,469,758,15.1,61.9,1819,58.7,47.6,546,17.6,34.1,0,494,15.935,524,16.903,1259,40.6,1010,32.6,8,0,207,6.7,657,21.2
McNeese,162,32,2028,63.4,2154,67.3,-3.9,90.9,407,621,12.7,65.5,1839,57.5,40.6,0,0.0,0,0,361,11.281,448,14,1222,38.2,1124,35.1,3.1,0,230,7.2,601,18.8
Memphis,163,33,2626,79.6,2057,62.3,17.2,43.3,519,851,15.7,61,2009,60.9,46.1,720,21.8,35.1,0,497,15.061,529,16.03,1317,39.9,1138,34.5,5.4,0,324,9.8,653,19.8
Mercer,164,30,2177,72.6,2329,77.6,-5.1,37.5,484,679,16.1,71.3,1739,58.0,43.8,549,18.3,30.8,0,382,12.733,405,13.5,1145,38.2,1176,39.2,-1,0,194,6.5,498,16.6
Miami (FL),165,32,2279,71.2,2332,72.9,-1.7,56.3,405,577,12.7,70.2,1916,59.9,43.5,588,18.4,35.4,0,398,12.438,427,13.344,1124,35.1,1062,33.2,1.9,0,202,6.3,624,19.5
Miami (OH),166,32,1906,59.6,1837,57.4,2.2,63.6,346,488,10.8,70.9,1521,47.5,46,488,15.3,33.2,0,411,12.844,489,15.281,974,30.4,985,30.8,-0.3,0,186,5.8,545,17
Michigan,167,33,2115,64.1,1971,59.7,4.4,66.7,463,639,14.0,72.5,1673,50.7,44.7,0,0.0,0,0,457,13.848,496,15.03,1160,35.2,967,29.3,5.8,0,180,5.5,555,16.8
Michigan St.,168,33,2148,65.1,1871,56.7,8.4,46.9,454,639,13.8,71,1618,49.0,47.1,456,13.8,37.3,0,528,16,455,13.788,1160,35.2,903,27.4,7.8,0,169,5.1,607,18.4
Middle Tenn.,169,32,1995,62.3,2040,63.8,-1.4,29,367,524,11.5,70,1619,50.6,45.8,0,0.0,0,0,401,12.531,412,12.875,1033,32.3,992,31,1.3,0,127,4,638,19.9
Milwaukee,170,31,2007,64.7,2218,71.5,-6.8,29,385,572,12.4,67.3,1808,58.3,38.7,680,21.9,32.6,0,355,11.452,456,14.71,1071,34.5,1111,35.8,-1.3,0,176,5.7,655,21.1
Minnesota,171,31,1880,60.6,2053,66.2,-5.6,58.1,306,448,9.9,68.3,1613,52.0,43.1,515,16.6,35.3,0,396,12.774,434,14,984,31.7,1112,35.9,-4.1,0,150,4.8,521,16.8
Mississippi St.,172,31,2361,76.2,2129,68.7,7.5,54.5,457,694,14.7,65.9,1808,58.3,46,673,21.7,36,0,448,14.452,524,16.903,1195,38.5,1126,36.3,2.2,0,209,6.7,535,17.3
Mississippi Val.,173,33,2013,61,2049,62.1,-1.1,60,459,704,13.9,65.2,1713,51.9,40.6,0,0.0,0,0,358,10.848,448,13.576,1182,35.8,1174,35.6,0.2,0,190,5.8,570,17.3
Missouri,174,30,2328,77.6,2156,71.9,5.7,68.8,401,580,13.4,69.1,1827,60.9,46,658,21.9,37.2,0,466,15.533,420,14,1045,34.8,1105,36.8,-2,0,302,10.1,617,20.6
Missouri St.,175,32,2369,74,2076,64.9,9.2,40,489,701,15.3,69.8,1736,54.3,47.4,599,18.7,39.4,0,525,16.406,458,14.312,1114,34.8,996,31.1,3.7,0,246,7.7,588,18.4
Monmouth,176,30,1938,64.6,2028,67.6,-3,53.1,341,519,11.4,65.7,1513,50.4,46.5,548,18.3,34.5,0,412,13.733,409,13.633,902,30.1,1005,33.5,-3.4,0,194,6.5,510,17
Montana,177,32,2310,72.2,2226,69.6,2.6,36.7,394,595,12.3,66.2,1785,55.8,46.5,697,21.8,36.7,0,500,15.625,474,14.812,1054,32.9,1004,31.4,1.6,0,189,5.9,603,18.8
Montana St.,178,30,2040,68,2161,72,-4,40,383,576,12.8,66.5,1696,56.5,42,700,23.3,33,0,426,14.2,422,14.067,1063,35.4,1070,35.7,-0.2,0,170,5.7,661,22
Morehead St.,179,30,1936,64.5,1962,65.4,-0.9,41.9,327,504,10.9,64.9,1644,54.8,43.4,577,19.2,31.7,0,455,15.167,503,16.767,1005,33.5,906,30.2,3.3,0,182,6.1,568,18.9
Morgan St.,180,31,2108,68,2186,70.5,-2.5,35.5,405,643,13.1,63,1699,54.8,45.7,0,0.0,0,0,386,12.452,458,14.774,1085,35,1025,33.1,1.9,0,183,5.9,663,21.4
Mt. St. Mary's,181,31,2022,65.2,2120,68.4,-3.2,53.3,356,522,11.5,68.2,1752,56.5,43.2,0,0.0,0,0,364,11.742,452,14.581,1004,32.4,1057,34.1,-1.7,0,240,7.7,643,20.7
Murray St.,182,30,1993,66.4,1973,65.8,0.7,46.9,375,549,12.5,68.3,1619,54.0,44.5,498,16.6,35.3,0,409,13.633,521,17.367,1016,33.9,998,33.3,0.6,0,214,7.1,612,20.4
N.C. A&T,183,32,2349,73.4,2317,72.4,1,46.7,553,821,17.3,67.4,1784,55.8,43.4,708,22.1,34.7,0,405,12.656,471,14.719,1054,32.9,1218,38.1,-5.1,0,253,7.9,595,18.6
Navy,185,30,1854,61.8,1881,62.7,-0.9,54.5,358,479,11.9,74.7,1502,50.1,41.1,726,24.2,35.8,0,396,13.2,492,16.4,893,29.8,1034,34.5,-4.7,0,226,7.5,629,21
NC State,186,33,2382,72.2,2385,72.3,-0.1,54.8,499,683,15.1,73.1,1705,51.7,49.4,555,16.8,35.9,0,491,14.879,441,13.364,1048,31.8,1119,33.9,-2.2,0,178,5.4,527,16
Nebraska,187,31,2072,66.8,1989,64.2,2.7,87.5,428,600,13.8,71.3,1537,49.6,45.5,650,21.0,37.5,0,462,14.903,418,13.484,928,29.9,994,32.1,-2.1,0,205,6.6,560,18.1
Nevada,188,32,2493,77.9,2147,67.1,10.8,33.3,452,602,14.1,75.1,1842,57.6,48.9,582,18.2,41.4,0,537,16.781,390,12.188,1222,38.2,1009,31.5,6.7,0,176,5.5,533,16.7
New Mexico,190,30,1762,58.7,1942,64.7,-6,46.9,325,481,10.8,67.6,1488,49.6,40.7,797,26.6,37.5,0,323,10.767,395,13.167,898,29.9,1054,35.1,-5.2,0,183,5.7,535,17.8
New Mexico St.,191,32,2410,75.3,2345,73.3,2,75.8,399,604,12.5,66.1,1865,58.3,45.9,488,15.3,39.3,0,482,15.062,556,17.375,1068,33.4,1119,35,-1.6,0,237,7.2,562,17.6
New Orleans,192,33,2585,78.3,2383,72.2,6.1,45.2,631,963,19.1,65.5,1828,55.4,48.2,542,16.4,41.5,0,458,13.879,370,11.212,1251,37.9,1091,33.1,4.8,0,210,6.8,676,20.5
Niagara,193,31,2270,73.2,2313,74.6,-1.4,66.7,443,621,14.3,71.3,1757,56.7,45.6,753,24.3,35.1,0,355,11.452,441,14.226,969,31.3,1127,36.4,-5.1,0,207,6.3,618,19.9
Nicholls St.,194,33,2510,76.1,2433,73.7,2.3,26.7,558,762,16.9,73.2,1997,60.5,42.3,806,24.4,33.4,0,448,13.576,489,14.818,1257,38.1,1119,33.9,4.2,0,190,6.3,577,17.5
NJIT,195,30,2144,71.5,2427,80.9,-9.4,17.2,391,520,13.0,75.2,1730,57.7,42.9,529,17.6,27.8,0,468,15.6,519,17.3,957,31.9,1143,38.1,-6.2,0,180,6.2,538,17.9
Norfolk St.,196,29,1657,57.1,2047,70.6,-13.4,36.7,348,531,12.0,65.5,1440,49.7,40.3,0,0.0,0,0,310,10.69,536,18.483,894,30.8,966,33.3,-2.5,0,176,5.9,600,20.7
North Carolina,197,30,1970,65.7,2235,74.5,-8.8,82.4,385,607,12.8,63.4,1580,52.7,45.6,537,17.9,36.5,0,322,10.733,474,15.8,1023,34.1,982,32.7,1.4,0,285,8.4,571,19
North Dakota St.,199,34,2933,86.3,2316,68.1,18.1,71.4,597,844,17.6,70.7,2122,62.4,50.4,370,10.9,38.6,0,634,18.647,402,11.824,1384,40.7,1105,32.5,8.2,0,214,7.6,589,17.3
North Florida,200,28,2141,76.5,1793,64,12.4,10.3,400,571,14.3,70.1,1589,56.8,50.3,0,0.0,0,0,423,15.107,483,17.25,1037,37,837,29.9,7.1,0,197,6.8,478,17.1
North Texas,201,29,1591,54.9,1963,67.7,-12.8,69.7,330,551,11.4,59.9,1462,50.4,39.1,600,20.7,37,0,326,11.241,518,17.862,958,33,1080,37.2,-4.2,0,218,6.6,506,17.4
Northeastern,202,33,2559,77.5,2347,71.1,6.4,40.6,523,799,15.8,65.5,1977,59.9,45.9,674,20.4,35.6,0,418,12.667,397,12.03,1322,40.1,1122,34,6.1,0,158,4.9,664,20.1
Northern Ariz.,203,32,1990,62.2,2127,66.5,-4.3,60,360,518,11.3,69.5,1690,52.8,41.1,537,16.8,42.6,0,427,13.344,500,15.625,967,30.2,1148,35.9,-5.7,0,165,5.5,483,15.1
Northern Colo.,204,30,2490,83,2423,80.8,2.2,14.3,515,694,17.2,74.2,1766,58.9,49.4,487,16.2,38.8,0,544,18.133,488,16.267,1091,36.4,985,32.8,3.5,0,148,5.3,683,22.8
Northern Ill.,205,28,1906,68.1,2147,76.7,-8.6,23.3,393,571,14.0,68.8,1540,55.0,43,438,15.6,35.6,0,377,13.464,537,19.179,962,34.4,981,35,-0.7,0,162,5.4,653,23.3
Northwestern,207,30,2008,66.9,2162,72.1,-5.1,41.9,372,527,12.4,70.6,1555,51.8,47.6,620,20.7,31.5,0,432,14.4,338,11.267,984,32.8,948,31.6,1.2,0,261,8.4,546,18.2
Northwestern St.,208,31,1750,56.5,1821,58.7,-2.3,53.1,253,359,8.2,70.5,1490,48.1,43.7,551,17.8,36.8,0,467,15.065,520,16.774,765,24.7,1036,33.4,-8.7,0,326,10.2,462,14.9
Notre Dame,209,32,2523,78.8,2484,77.6,1.2,77.4,606,852,18.9,71.1,1923,60.1,44.6,713,22.3,39.7,0,539,16.844,401,12.531,1100,34.4,1155,36.1,-1.7,0,261,8.4,697,21.8
Oakland,210,31,2528,81.5,2102,67.8,13.7,57.6,563,750,18.2,75.1,1826,58.9,46.1,550,17.7,38,0,542,17.484,475,15.323,1188,38.3,1052,33.9,4.4,0,206,6.2,560,18.1
Ohio,211,33,2299,69.7,2239,67.8,1.8,59.4,546,711,16.5,76.8,1761,53.4,43.8,585,17.7,34,0,424,12.848,449,13.606,1147,34.8,978,29.6,5.1,0,260,8.1,563,17.1
Ohio St.,212,32,2331,72.8,2250,70.3,2.5,90.9,568,785,17.8,72.4,1723,53.8,45.4,677,21.2,36.3,0,422,13.188,388,12.125,1093,34.2,1071,33.5,0.7,0,225,6.8,513,16
Oklahoma,213,33,2430,73.6,1985,60.2,13.5,51.6,450,647,13.6,69.6,1838,55.7,47.2,568,17.2,32.6,0,514,15.576,425,12.879,1178,35.7,1085,32.9,2.8,0,212,6.8,448,13.6
Oklahoma St.,214,31,2072,66.8,1848,59.6,7.2,64.7,401,557,12.9,72,1709,55.1,43.5,588,19.0,36.2,0,415,13.387,549,17.71,1116,36,975,31.5,4.5,0,255,7.5,567,18.3
Old Dominion,215,34,2562,75.4,2395,70.4,4.9,75,565,776,16.6,72.8,1904,56.0,46.8,658,19.4,35.1,0,493,14.5,395,11.618,1202,35.4,1135,33.4,2,0,244,7.6,640,18.8
Ole Miss,216,32,2244,70.1,1989,62.2,8,62.5,473,656,14.8,72.1,1773,55.4,43.4,636,19.9,34.7,0,479,14.969,369,11.531,1174,36.7,1039,32.5,4.2,0,226,7.1,599,18.7
Oral Roberts,218,32,2345,73.3,2208,69,4.3,69.7,370,526,11.6,70.3,1987,62.1,44.1,544,17.0,36.4,0,459,14.344,501,15.656,1145,35.8,1157,36.2,-0.4,0,209,6.3,549,17.2
Oregon,219,33,2386,72.3,2136,64.7,7.6,78.8,578,811,17.5,71.3,1714,51.9,47,813,24.6,38.5,0,448,13.576,416,12.606,1170,35.5,1019,30.9,4.6,0,235,7.1,588,17.8
Oregon St.,220,33,2521,76.4,2176,65.9,10.5,34.4,474,631,14.4,75.1,1925,58.3,45,583,17.7,29,0,471,14.273,430,13.03,1157,35.1,1059,32.1,3,0,246,7.7,531,16.1
Pacific,221,32,2028,63.4,2222,69.4,-6.1,38.7,349,586,10.9,59.6,1807,56.5,41.8,574,17.9,36.6,0,387,12.094,456,14.25,1024,32,1155,36.1,-4.1,0,169,5.5,564,17.6
Penn,222,31,2126,68.6,2224,71.7,-3.2,73.3,456,660,14.7,69.1,1610,51.9,45.3,500,16.1,36.8,0,455,14.677,423,13.645,989,31.9,962,31,0.9,0,261,8.7,531,17.1
Penn St.,223,30,2245,74.8,2032,67.7,7.1,36.7,431,650,14.4,66.3,1654,55.1,49.3,539,18.0,36,0,531,17.7,423,14.1,997,33.2,994,33.1,0.1,0,169,5.6,554,18.5
Pepperdine,224,30,1962,65.4,2038,67.9,-2.5,25.8,386,562,12.9,68.7,1568,52.3,44.1,843,28.1,35.9,0,453,15.1,475,15.833,991,33,907,30.2,2.8,0,283,9.1,488,16.3
Pittsburgh,225,31,2389,77.1,2579,83.2,-6.1,79.4,406,578,13.1,70.2,1946,62.8,43.2,550,17.7,37.5,0,429,13.839,398,12.839,1207,35.5,1050,30.9,4.6,0,181,5.3,622,20.1
Portland,226,34,2419,71.1,2123,62.4,8.7,28.1,453,680,13.3,66.6,1868,54.9,47.1,0,0.0,0,0,593,17.441,535,15.735,1149,35.9,1050,32.8,3.1,0,131,4.1,561,16.5
Portland St.,227,32,1958,61.2,2229,69.7,-8.5,59.4,437,600,13.7,72.8,1691,52.8,41,634,19.8,33.3,0,370,11.562,503,15.719,1181,36.9,1120,35,1.9,0,227,7.1,570,17.8
Prairie View,228,32,2503,78.2,2408,75.3,3,26.7,546,847,17.1,64.5,1909,59.7,45.7,0,0.0,0,0,507,15.844,510,15.938,1027,34.2,1254,41.8,-7.6,0,286,9.5,686,21.4
Princeton,230,30,1799,60,2149,71.6,-11.7,39.3,238,357,7.9,66.7,1744,58.1,37.3,598,19.9,34.1,0,301,10.033,368,12.267,668,23.9,803,28.7,-4.8,0,188,6.7,669,22.3
Providence,231,28,1410,50.4,1493,53.3,-3,60,418,596,14.9,70.1,1181,42.2,41,500,17.9,36.6,0,311,11.107,501,17.893,1121,37.4,917,30.6,6.8,0,217,7.2,499,17.8
Purdue,232,30,2279,76,2134,71.1,4.8,65.6,446,653,14.9,68.3,1729,57.6,48.5,580,19.3,36,0,498,16.6,455,15.167,1054,32.9,1018,31.8,1.1,0,245,7.7,514,17.1
Quinnipiac,233,32,2237,69.9,2017,63,6.9,48.3,396,609,12.4,65,1712,53.5,46.2,569,17.8,33.6,0,440,13.75,468,14.625,1021,35.2,1040,35.9,-0.7,0,237,8.2,633,19.8
Radford,234,29,2087,72,2117,73,-1,26.7,453,697,15.6,65,1652,57.0,45.4,0,0.0,0,0,436,15.034,528,18.207,1062,35.4,1070,35.7,-0.3,0,270,9,638,22
Rhode Island,235,30,2108,70.3,2257,75.2,-5,57.6,535,741,17.8,72.2,1693,56.4,44.8,635,21.2,39.1,0,336,11.2,487,16.233,1184,35.9,1106,33.5,2.4,0,178,5.4,584,19.5
Rice,236,33,2511,76.1,2507,76,0.1,50,491,687,14.9,71.5,1885,57.1,45.8,522,15.8,38.9,0,449,13.606,476,14.424,1045,32.7,1129,35.3,-2.6,0,222,6.9,554,16.8
Richmond,237,32,2222,69.4,2229,69.7,-0.2,26.7,301,463,9.4,65,1698,53.1,45,589,18.4,35,0,434,13.562,387,12.094,719,24,1023,34.1,-10.1,0,183,6.1,626,19.6
Rider,238,30,1817,60.6,2046,68.2,-7.6,51.6,447,622,14.9,71.9,1443,48.1,45.4,621,20.7,36.7,0,389,12.967,428,14.267,1065,34.4,1158,37.4,-3,0,165,5.3,642,21.4
Robert Morris,239,31,2169,70,2283,73.6,-3.7,60.7,369,487,11.9,75.8,1734,55.9,43.1,590,19.0,33.9,0,439,14.161,405,13.065,949,33.9,927,33.1,0.8,0,214,7.6,549,17.7
Rutgers,240,28,2105,75.2,1994,71.2,4,34.5,396,587,14.1,67.5,1611,57.5,47.7,494,17.6,30.4,0,452,16.143,373,13.321,976,33.7,992,34.2,-0.6,0,135,4.7,547,19.5
Sacramento St.,241,29,1734,59.8,1920,66.2,-6.4,34.5,419,671,14.4,62.4,1526,52.6,38.9,575,19.8,32.5,0,261,9,416,14.345,977,33.7,1178,40.6,-6.9,0,320,11,530,18.3
Sacred Heart,242,29,2192,75.6,2381,82.1,-6.5,56.3,446,645,15.4,69.1,1904,65.7,41.6,630,21.7,37.9,0,390,13.448,483,16.655,1035,32.3,1171,36.6,-4.3,0,302,9.4,654,22.6
Saint Francis (PA),243,32,2513,78.5,2461,76.9,1.6,27.6,467,641,14.6,72.9,1903,59.5,48,517,16.2,36.6,0,479,14.969,486,15.188,973,33.6,944,32.6,1,0,155,5.3,626,19.6
Saint Joseph's,244,29,1944,67,2096,72.3,-5.2,56.3,485,671,16.7,72.3,1488,51.3,43.3,467,16.1,37.5,0,379,13.069,473,16.31,1073,33.5,948,29.6,3.9,0,196,6.1,539,18.6
Saint Louis,245,32,2162,67.6,2008,62.8,4.8,60.6,437,603,13.7,72.5,1620,50.6,46.4,515,16.1,36.7,0,423,13.219,437,13.656,1141,34.6,1091,33.1,1.5,0,152,4.6,569,17.8
Saint Mary's (CA),246,33,2178,66,2147,65.1,0.9,53.1,551,799,16.7,69,1699,51.5,45.7,0,0.0,0,0,448,13.576,446,13.515,1214,37.9,1068,33.4,4.6,0,197,6.2,558,16.9
Saint Peter's,247,32,2247,70.2,2089,65.3,4.9,16.7,309,465,9.7,66.5,1794,56.1,42.9,568,17.8,34,0,368,11.5,499,15.594,1010,33.7,1046,34.9,-1.2,0,212,7.1,598,18.7
Sam Houston St.,248,30,1788,59.6,1998,66.6,-7,67.7,502,750,16.7,66.9,1603,53.4,40.1,740,24.7,35.5,0,342,11.4,465,15.5,1157,37.3,1112,35.9,1.5,0,245,7.9,546,18.2
Samford,249,31,2397,77.3,2126,68.6,8.7,50,358,493,11.5,72.6,1820,58.7,44.8,755,24.4,33.4,0,596,19.226,334,10.774,823,25.7,959,30,-4.3,0,168,5.3,656,21.2
San Diego,250,32,1898,59.3,1934,60.4,-1.1,56.3,515,733,16.1,70.3,1437,44.9,44.8,628,19.6,36,0,417,13.031,498,15.562,1111,34.7,1097,34.3,0.4,0,231,7.2,467,14.6
San Diego St.,251,32,2403,75.1,2368,74,1.1,67.7,404,566,12.6,71.4,1861,58.2,44.7,494,15.4,35,0,471,14.719,461,14.406,1069,34.5,1052,33.9,0.5,0,251,8.1,639,20
San Francisco,252,31,2251,72.6,2099,67.7,4.9,41.9,448,638,14.5,70.2,1780,57.4,47,581,18.7,37.2,0,456,14.71,493,15.903,1031,33.3,1158,37.4,-4.1,0,248,8,470,15.2
San Jose St.,253,31,2300,74.2,2355,76,-1.8,16.7,318,525,10.3,60.6,1789,57.7,45.7,541,17.5,30.7,0,404,13.032,441,14.226,1079,36,1157,38.6,-2.6,0,176,5.9,601,19.4
Santa Clara,254,30,1858,61.9,2142,71.4,-9.5,67.7,355,532,11.8,66.7,1750,58.3,39.3,545,18.2,36.3,0,351,11.7,462,15.4,1122,36.2,961,31,5.2,0,164,5.3,526,17.5
Savannah St.,255,31,2131,68.7,1956,63.1,5.6,40,359,521,11.6,68.9,1703,54.9,46.3,0,0.0,0,0,470,15.161,574,18.516,950,31.7,1015,33.8,-2.2,0,242,8.1,562,18.1
Seton Hall,257,30,1713,57.1,1937,64.6,-7.5,44.8,450,597,15.0,75.4,1480,49.3,40.8,580,19.3,32.2,0,318,10.6,353,11.767,985,34,1110,38.3,-4.3,0,299,10.3,652,21.7
SFA,258,29,2165,74.7,2110,72.8,1.9,51.7,403,570,13.9,70.7,1814,62.6,42.1,432,14.9,36.8,0,366,12.621,434,14.966,934,32.2,907,31.3,0.9,0,227,7.8,609,21
Siena,259,29,1936,66.8,1805,62.2,4.5,62.5,468,672,16.1,69.6,1503,51.8,45.7,555,19.1,34.1,0,382,13.172,430,14.828,1128,35.3,1171,36.6,-1.3,0,244,7.6,545,18.8
SMU,261,32,2437,76.2,2282,71.3,4.8,45.2,424,605,13.3,70.1,1872,58.5,47.5,626,19.6,34.3,0,484,15.125,502,15.688,1070,34.5,961,31,3.5,0,188,6.1,542,16.9
South Ala.,262,31,1945,62.7,1941,62.6,0.1,64.5,392,599,12.6,65.4,1553,50.1,42,719,23.2,36,0,388,12.516,376,12.129,1053,34,1091,35.2,-1.2,0,227,7.3,529,17.1
South Carolina,263,31,2207,71.2,2076,67,4.2,46.7,310,464,10.0,66.8,1765,56.9,44.1,669,21.6,34.2,0,427,13.774,337,10.871,949,31.6,1075,35.8,-4.2,0,137,4.6,547,17.6
South Carolina St.,264,30,1941,64.7,2063,68.8,-4.1,43.3,442,642,14.7,68.8,1663,55.4,42.2,470,15.7,33.6,0,337,11.233,508,16.933,1043,34.8,984,32.8,2,0,184,6.1,448,14.9
South Dakota St.,266,30,1996,66.5,2059,68.6,-2.1,20,385,581,12.8,66.3,1596,53.2,43.7,491,16.4,31.8,0,298,9.9333,484,16.133,972,32.4,994,33.1,-0.7,0,183,6.1,670,22.3
